54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
67,6,7,68,45,5,79,79,79,79,79,79,79,79,79,79,79,79,79,79
69,70,71,72,73,74,75,5,8,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
69,70,71,72,73,74,75,5,8,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
60,61,49,41,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
69,70,71,72,73,74,75,5,8,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
62,63,12,64,41,2,65,66,79,79,79,79,79,79,79,79,79,79,79,79
69,70,71,72,73,74,75,5,8,79,79,79,79,79,79,79,79,79,79,79
56,57,48,1,58,59,11,79,79,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
69,70,71,72,73,74,75,5,8,79,79,79,79,79,79,79,79,79,79,79
56,57,48,1,58,59,11,79,79,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
67,6,7,68,45,5,79,79,79,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
69,70,71,72,73,74,75,5,8,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
60,61,49,64,41,59,11,79,79,79,79,79,79,79,79,79,79,79,79,79
60,61,49,41,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
67,6,7,68,45,5,79,79,79,79,79,79,79,79,79,79,79,79,79,79
67,6,7,68,45,5,79,79,79,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
69,70,71,72,73,74,75,5,8,79,79,79,79,79,79,79,79,79,79,79
69,70,71,72,73,74,75,5,8,79,79,79,79,79,79,79,79,79,79,79
56,57,48,1,58,59,11,79,79,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
67,6,7,68,45,5,79,79,79,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
62,63,12,64,41,2,65,66,79,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
69,70,71,72,73,74,75,5,8,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
62,63,12,64,41,2,65,66,79,79,79,79,79,79,79,79,79,79,79,79
60,61,49,41,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
67,6,7,68,45,5,79,79,79,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
69,70,71,72,73,74,75,5,8,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
67,6,7,68,45,5,79,79,79,79,79,79,79,79,79,79,79,79,79,79
69,70,71,72,73,74,75,5,8,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
67,6,7,68,45,5,79,79,79,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
62,63,12,64,41,2,65,66,79,79,79,79,79,79,79,79,79,79,79,79
62,63,12,64,41,2,65,66,79,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
47,51,9,14,52,8,4,53,79,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
69,70,71,72,73,74,75,5,8,79,79,79,79,79,79,79,79,79,79,79
54,48,49,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
69,70,71,72,73,74,75,5,8,79,79,79,79,79,79,79,79,79,79,79
